ActivityNumber,ActivityName,TargetLevel,Coverage,NISTControl,NISTControlName,TTP,TTPName
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1548.003,Sudo and Sudo Caching
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1550,Use Alternate Authentication Material
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1550.002,Pass the Hash
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1550.003,Pass the Ticket
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1552,Unsecured Credentials
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1552.002,Credentials in Registry
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1552.005,Cloud Instance Metadata API
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1552.007,Container API
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1553,Subvert Trust Controls
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1553.003,SIP and Trust Provider Hijacking
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1553.006,Code Signing Policy Modification
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1556,Modify Authentication Process
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1556.001,Domain Controller Authentication
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1556.003,Pluggable Authentication Modules
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1556.004,Network Device Authentication
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1556.006,Multi-Factor Authentication
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1556.007,Hybrid Identity
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1557,Adversary-in-the-Middle
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1557.002,ARP Cache Poisoning
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1557.003,DHCP Spoofing
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1558,Steal or Forge Kerberos Tickets
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1558.001,Golden Ticket
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1558.002,Silver Ticket
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1558.003,Kerberoasting
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1558.004,AS-REP Roasting
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1559,Inter-Process Communication
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1559.001,Component Object Model
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1561,Disk Wipe
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1561.001,Disk Content Wipe
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1561.002,Disk Structure Wipe
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1562,Impair Defenses
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1562.001,Disable or Modify Tools
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1562.002,Disable Windows Event Logging
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1562.004,Disable or Modify System Firewall
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1562.006,Indicator Blocking
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1562.007,Disable or Modify Cloud Firewall
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1562.008,Disable Cloud Logs
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1562.009,Safe Mode Boot
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1563,Remote Service Session Hijacking
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1563.001,SSH Hijacking
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1563.002,RDP Hijacking
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1564.004,NTFS File Attributes
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1565,Data Manipulation
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1565.001,Stored Data Manipulation
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1565.003,Runtime Data Manipulation
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1567,Exfiltration Over Web Service
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1569,System Services
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1569.001,Launchctl
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1569.002,Service Execution
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1570,Lateral Tool Transfer
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1572,Protocol Tunneling
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1574,Hijack Execution Flow
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1574.004,Dylib Hijacking
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1574.005,Executable Installer File Permissions Weakness
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1574.007,Path Interception by PATH Environment Variable
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1574.008,Path Interception by Search Order Hijacking
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1574.009,Path Interception by Unquoted Path
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1574.010,Services File Permissions Weakness
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1574.012,COR_PROFILER
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1578,Modify Cloud Compute Infrastructure
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1578.001,Create Snapshot
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1578.002,Create Cloud Instance
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1578.003,Delete Cloud Instance
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1580,Cloud Infrastructure Discovery
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1599,Network Boundary Bridging
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1599.001,Network Address Translation Traversal
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1601,Modify System Image
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1601.001,Patch System Image
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1601.002,Downgrade System Image
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1602,Data from Configuration Repository
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1602.001,SNMP (MIB Dump)
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1602.002,Network Device Configuration Dump
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1606,Forge Web Credentials
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1606.001,Web Cookies
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1606.002,SAML Tokens
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1609,Container Administration Command
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1610,Deploy Container
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1611,Escape to Host
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1612,Build Image on Host
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1613,Container and Resource Discovery
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1619,Cloud Storage Object Discovery
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1622,Debugger Evasion
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1647,Plist File Modification
2.2.1,Implement C2C/Compliance Based Network Authorization Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1648,Serverless Execution
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1003,OS Credential Dumping
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1003.001,LSASS Memory
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1003.002,Security Account Manager
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1003.003,NTDS
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1003.004,LSA Secrets
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1003.005,Cached Domain Credentials
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1003.006,DCSync
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1003.007,Proc Filesystem
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1003.008,/etc/passwd and /etc/shadow
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1005,Data from Local System
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1021,Remote Services
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1021.001,Remote Desktop Protocol
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1021.002,SMB/Windows Admin Shares
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1021.003,Distributed Component Object Model
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1021.004,SSH
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1021.005,VNC
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1021.006,Windows Remote Management
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1025,Data from Removable Media
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1036,Masquerading
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1036.003,Rename System Utilities
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1036.005,Match Legitimate Name or Location
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1037,Boot or Logon Initialization Scripts
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1037.002,Logon Script (Mac)
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1037.003,Network Logon Script
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1037.004,RC Scripts
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1037.005,Startup Items
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1041,Exfiltration Over C2 Channel
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1047,Windows Management Instrumentation
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1048,Exfiltration Over Alternative Protocol
3.2.3,Automate Application Security & Code Remediation Pt1,Target Level ZT,mitigates,AC-3,Access Enforcement,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol
